,NLL,ECE10,ECE15,ECE20
TS,1.176620602607727,0.03183836489915848,0.03639538213610649,0.03592779114842415
SP1,1.158573865890503,0.024235233664512634,0.022842414677143097,0.032738395035266876
SPTS,1.1684428453445435,0.025921421125531197,0.027862995862960815,0.028760449960827827
SPU,1.1527656316757202,0.020985867828130722,0.026841893792152405,0.030342981219291687
