,NLL,ECE10,ECE15,ECE20
TS,1.2243521213531494,0.03768127039074898,0.037936970591545105,0.04005180671811104
SP1,1.2032771110534668,0.022013042122125626,0.0315542072057724,0.029075264930725098
SPTS,1.2108538150787354,0.02234417013823986,0.02700706571340561,0.025055060163140297
SPU,1.1991708278656006,0.026740236207842827,0.025007639080286026,0.03377852961421013
