,NLL,ECE10,ECE15,ECE20
TS,1.2778689861297607,0.0348520502448082,0.04483070969581604,0.03643673658370972
SP1,1.2579165697097778,0.027877088636159897,0.03138149529695511,0.03522898256778717
SPTS,1.2655225992202759,0.030739057809114456,0.030603788793087006,0.032633986324071884
SPU,1.2568658590316772,0.029429737478494644,0.03519465774297714,0.03394094854593277
