,AUC,Percent Change,Difference
TS,0.88739025,0.0,0.4216339588165283
SP1,0.883478,0.0,0.19006919860839844
SPTS,0.8871260000000001,0.0,0.4387218952178955
SPU,0.880155,0.6654999852180481,-0.014144659042358398
