,AUC,Percent Change,Difference
TS,0.91101425,0.0,0.38143014907836914
SP1,0.9091642499999999,0.0,0.16702771186828613
SPTS,0.9109615000000001,0.0,0.396820068359375
SPU,0.9083702499999999,0.21400000154972076,0.08676409721374512
