,AUC,Percent Change,Difference
TS,0.9087497500000001,0.0,0.5743155479431152
SP1,0.9028452500000002,0.0,0.25977587699890137
SPTS,0.90862,0.0,0.5899577140808105
SPU,0.9022665000000001,0.0,0.23608899116516113
