,NLL,ECE10,ECE15,ECE20
TS,1.1878547668457031,0.03273845091462135,0.03695825859904289,0.03611677885055542
SP1,1.1645554304122925,0.02283765748143196,0.028828583657741547,0.034177061170339584
SPTS,1.1761481761932373,0.024976354092359543,0.028453493490815163,0.03353874757885933
SPU,1.1642853021621704,0.02227012999355793,0.03086947649717331,0.03695404529571533
