,AUC,Percent Change,Difference
TS,0.9201963750000001,0.0,0.6427743434906006
SP1,0.91765125,0.0,0.3481760025024414
SPTS,0.9201805000000001,0.0,0.6472697257995605
SPU,0.91704475,0.0,0.3053581714630127
