,NLL,ECE10,ECE15,ECE20
TS,1.2609847784042358,0.03954611346125603,0.04378419369459152,0.04010933265089989
SP1,1.2329084873199463,0.023226294666528702,0.021191900596022606,0.033068135380744934
SPTS,1.2448045015335083,0.022349899634718895,0.025742391124367714,0.02491958811879158
SPU,1.2291072607040405,0.01982717774808407,0.02473091334104538,0.030158331617712975
