,NLL,ECE10,ECE15,ECE20
TS,1.1974122524261475,0.03090609610080719,0.04036935791373253,0.03789578750729561
SP1,1.1770192384719849,0.019453756511211395,0.026597298681735992,0.029483318328857422
SPTS,1.1868367195129395,0.015408001840114594,0.02884051948785782,0.03329858556389809
SPU,1.1712628602981567,0.027245745062828064,0.028152406215667725,0.029441213235259056
