,AUC,Percent Change,Difference
TS,0.8877757499999999,0.0,0.843134880065918
SP1,0.8830627500000001,0.0,0.4686264991760254
SPTS,0.8878777499999999,0.0,0.864739179611206
SPU,0.8821540000000001,0.019500000402331352,0.3911585807800293
