,NLL,ECE10,ECE15,ECE20
TS,1.1997065544128418,0.023883435875177383,0.030234578996896744,0.03365789353847504
SP1,1.1787303686141968,0.018348295241594315,0.025881923735141754,0.028065912425518036
SPTS,1.1912872791290283,0.019200269132852554,0.015577845275402069,0.02329307235777378
SPU,1.176939606666565,0.019436277449131012,0.025223607197403908,0.030788253992795944
