,AUC,Percent Change,Difference
TS,0.91916625,0.0,0.6786954402923584
SP1,0.915853,0.0,0.3339838981628418
SPTS,0.91911,0.0,0.6900379657745361
SPU,0.914847875,0.012500000186264515,0.249497652053833
