,AUC,Percent Change,Difference
TS,0.8948032499999999,0.0,0.8280291557312012
SP1,0.888603,0.0,0.4553518295288086
SPTS,0.8947485,0.0,0.8451516628265381
SPU,0.8870309999999999,0.006500000134110451,0.36586713790893555
