,AUC,Percent Change,Difference
TS,0.9204125,0.0,0.9206457138061523
SP1,0.90952875,0.0,0.47812414169311523
SPTS,0.9201957500000001,0.0,0.9328217506408691
SPU,0.907805875,0.0,0.415419340133667
