,NLL,ECE10,ECE15,ECE20
TS,1.2803822755813599,0.0463448241353035,0.049146637320518494,0.05110479146242142
SP1,1.2467621564865112,0.029874300584197044,0.028718192130327225,0.036650653928518295
SPTS,1.2583494186401367,0.03643583133816719,0.03388530761003494,0.040018290281295776
SPU,1.2440942525863647,0.02755693532526493,0.033127784729003906,0.04109865427017212
