,AUC,Percent Change,Difference
TS,0.9105187499999999,0.0,0.5615391731262207
SP1,0.906145,0.0,0.2917802333831787
SPTS,0.91055275,0.0,0.5688784122467041
SPU,0.90636975,0.0,0.3033723831176758
