,NLL,ECE10,ECE15,ECE20
TS,1.1818296909332275,0.04125559702515602,0.04278993979096413,0.04504397511482239
SP1,1.160994052886963,0.03400815650820732,0.03211600333452225,0.03452969342470169
SPTS,1.1704473495483398,0.03598199412226677,0.03682927414774895,0.04051506146788597
SPU,1.1610164642333984,0.03519554063677788,0.03412599489092827,0.036595333367586136
