,NLL,ECE10,ECE15,ECE20
TS,1.0990138053894043,0.019508058205246925,0.022702321410179138,0.02493160590529442
SP1,1.0906450748443604,0.02517947182059288,0.028819497674703598,0.026929514482617378
SPTS,1.0949894189834595,0.018911559134721756,0.027759941294789314,0.029513202607631683
SPU,1.0893446207046509,0.024229545146226883,0.03181866183876991,0.029932677745819092
