,AUC,Percent Change,Difference
TS,0.92878425,0.0,0.35933470726013184
SP1,0.9247230000000002,0.0,0.12799572944641113
SPTS,0.92866175,0.0,0.3679053783416748
SPU,0.9221795,0.6115000247955322,0.005267620086669922
