,AUC,Percent Change,Difference
TS,0.91329875,0.0,0.3649256229400635
SP1,0.90938625,0.0,0.14136266708374023
SPTS,0.9131047500000001,0.0,0.3758516311645508
SPU,0.9073254999999999,0.4975000023841858,0.03271794319152832
