,AUC,Percent Change,Difference
TS,0.93856875,0.0,0.5515882968902588
SP1,0.93337775,0.0,0.23996329307556152
SPTS,0.9385412500000001,0.0,0.5617074966430664
SPU,0.932627125,0.0,0.20432591438293457
