,AUC,Percent Change,Difference
TS,0.9261465,0.0,0.35369038581848145
SP1,0.92366475,0.0,0.1460583209991455
SPTS,0.926126875,0.0,0.3664541244506836
SPU,0.9221472500000001,0.3855000138282776,0.043581485748291016
