,AUC,Percent Change,Difference
TS,0.928938,0.0,0.37453675270080566
SP1,0.9244964999999999,0.0,0.1460573673248291
SPTS,0.9288690000000001,0.0,0.38292813301086426
SPU,0.9215667500000001,0.5509999990463257,0.021981477737426758
