,NLL,ECE10,ECE15,ECE20
TS,1.1905319690704346,0.0249631330370903,0.03487331420183182,0.031134717166423798
SP1,1.1747636795043945,0.02150573767721653,0.021339191123843193,0.028617527335882187
SPTS,1.1797655820846558,0.016067655757069588,0.026239972561597824,0.025309739634394646
SPU,1.1748601198196411,0.022731907665729523,0.020748892799019814,0.03015933930873871
