,AUC,Percent Change,Difference
TS,0.87563675,0.0,0.3630983829498291
SP1,0.87340075,0.0,0.17064762115478516
SPTS,0.8756197499999998,0.0,0.3900749683380127
SPU,0.871717375,0.6449999809265137,-0.019132614135742188
