,AUC,Percent Change,Difference
TS,0.8873368749999999,0.0,0.4236283302307129
SP1,0.8832564999999999,0.0,0.18930387496948242
SPTS,0.8870095000000001,0.0,0.4427032470703125
SPU,0.87972825,0.6754999756813049,-0.023866653442382812
