,AUC,Percent Change,Difference
TS,0.9287277500000001,0.0,0.34731197357177734
SP1,0.9260259999999999,0.0,0.1368553638458252
SPTS,0.9287507500000001,0.0,0.3521883487701416
SPU,0.92542025,0.013000000268220901,0.09592485427856445
