,AUC,Percent Change,Difference
TS,0.9412907500000001,0.0,0.5355639457702637
SP1,0.9369425000000001,0.0,0.2608911991119385
SPTS,0.9412875,0.0,0.5400476455688477
SPU,0.9369722500000001,0.0,0.26232242584228516
